"Date","Time","R_or_D","screen_name","text","hashtags"
"9/21/16",14:49:51,"R","JeffFlake",".@DailyMiner's @HubbleRay writes on my effort w @SenJohnMcCain to give @mohavecounty more control over its lands https://t.co/dFyJp4uQid",
"7/15/16",16:56:57,"R","JeffFlake","There is nobody in politics I respect more than @mike_pence. He is a valued friend and a good man. He adds a great deal to the ticket.",
"7/5/16",22:27:28,"R","JeffFlake","Yeah, but you oughta see the other mountain biker... https://t.co/HHIIghP2Pi",
"6/10/16",00:50:12,"R","JeffFlake","My view right now. Sunset over the Potomac. https://t.co/a1MfpXdkUI",
"2/18/16",17:40:55,"R","JeffFlake","We want the Cuban people to live fuller, freer lives. @POTUS visit to Cuba, along with our new policy, helps us achieve that goal.",
"2/18/16",16:35:56,"R","JeffFlake","After watching their gov't sputter down the last mile of socialism in a 57 Chevy, imagine what Cubans will think when they see Air Force One",
"2/18/16",03:51:15,"R","JeffFlake","This is welcomed news! Positive for Cubans and Americans. https://t.co/EBqHajDIdt",
"11/25/15",04:25:23,"R","JeffFlake","Kudos to @GregAbbott_TX for leading trade delegation to Cuba. A step forward for Texans and Cubans. https://t.co/DQDghO9Lfq",
"10/29/15",19:08:12,"R","JeffFlake","“A few thoughts about Paul Ryan. ” — @JeffFlake https://t.co/EXfizlNqSh https://t.co/AVea61kA6j",
"10/29/15",15:53:33,"R","JeffFlake","Congrats to @RepPaulRyan, the new Speaker of the House. A good man at the right time.",
"7/14/15",11:02:41,"R","JeffFlake","An #Iran deal is reached.  Look forward to details on access to sites, timing on sanctions relief, remedies for non compliance, etc","Iran"
"6/15/15",03:11:06,"R","JeffFlake","Cuban &amp; American flags stand together in the Foreign Ministry in Havana. Times they are a-changin' - for the better. http://t.co/WDrYAnIyLi",
"6/9/15",18:28:25,"R","JeffFlake","Introducing bipartisan #AUMF language drafted with @timkaine this afternoon in Senate Foreign Relations Committee #SFRC","AUMF SFRC"
"10/22/14",19:03:43,"R","JeffFlake","Wondering what 2014's ""shrimp on a treadmill"" is? I'd bet it's mountain lions on a treadmill @TomCoburn's #Wastebook http://t.co/bdx8l85Yrm","Wastebook"
"10/22/14",17:34:17,"R","JeffFlake","$387,000 to give Swedish massages to rabbits? That's a hare past ridiculous. @TomCoburn's #Wastebook http://t.co/qvJYcRaWDu","Wastebook"
"5/21/14",18:53:14,"R","JeffFlake","My response to the president’s remarks on the widening #VA scandal http://t.co/YPhHLti1MU","VA"
"4/1/14",23:53:07,"R","JeffFlake","Dusk in Washington. Some views just never get old. http://t.co/gJ7wJasqeA",
"4/1/14",23:17:52,"R","JeffFlake","Pleased to see AZ ports of entry among those set to receive additional U.S. Customs and Border Patrol officers http://t.co/rp9KbYbxSW",
"4/1/14",14:31:00,"R","JeffFlake","$5M for @StateDept stemware? No #AprilFoolsDay prank here. That and more in my @foxandfriends Elite #8ofWaste recap http://t.co/Cz0HLlDotH","AprilFoolsDay 8ofWaste"
"2/18/14",18:52:07,"R","JeffFlake","@BuzzFeedAndrew I also voted to defund a program that spent $1 million in '13 to promote U.S. candy abroad despite my notorious sweet tooth",
"9/14/13",18:43:53,"R","JeffFlake","Nothing like being back in Snowflake, says Dallin http://t.co/69udKw4U18",
"7/24/13",00:15:09,"R","JeffFlake","My view right now. Not bad at all. http://t.co/TTYGS3EVVH",
"6/5/13",18:42:31,"R","JeffFlake","Just met with RSC members (conservative Republicans) in the House of Representatives to discuss Senate immigration reform bill",
"4/19/13",00:35:01,"R","JeffFlake","Bipartisan press conference with @SenJohnMcCain and other #gangof8 members to launch immigration reform bill. http://t.co/qFPaM6THv8","gangof8"
"1/12/11",17:42:57,"R","JeffFlake","I delivered a speech on the House Floor today honoring the victims of the shooting in Tucson. http://ht.ly/3CEfx",
"1/8/11",21:02:29,"R","JeffFlake","Praying for Rep. Giffords, her staff, and others injured. She’s tenacious, and I pray that that trait aids her as she receives treatment.",
"1/7/11",19:41:35,"R","JeffFlake","Here’s the winner of our Best Bad Pun Earmark contest: http://ht.ly/3Aa0H",
"11/3/09",20:40:53,"R","JeffFlake","Sitting around a table with my Republican colleagues, reading the massive Pelosi healthcare bill. Haven’t found anything good in it yet.",
"11/3/09",18:00:24,"R","JeffFlake","If congressmen won’t opt-in to the public option, it’s gotta be a bad plan http://bit.ly/1zfKOo",
"9/21/16",22:22:01,"D","BarbaraBoxer",".@realDonaldTrump calling for expansion of stop &amp; frisk in black communities is your outreach to African Americans? https://t.co/iJcdDgMfQ4",
"7/15/16",19:45:38,"D","BarbaraBoxer","VP pick is the most important decision a candidate makes. Trump picked someone with a right-wing record on steroids. https://t.co/MeZqsm0BGz",
"7/5/16",21:18:38,"D","BarbaraBoxer","Why doesn’t @ChuckGrassley stop wasting time with political attacks on Hillary and call a hearing on Judge Garland. #DoYourJob","DoYourJob"
"10/29/15",18:23:16,"D","BarbaraBoxer","The press was right about Nixon. https://t.co/ez7V17biZI",
"10/29/15",02:09:26,"D","BarbaraBoxer","Hearing a lot of GOP lip service tonight about income inequality but every one of their policies is a big wet kiss for the rich. #GOPDebate","GOPDebate"
"10/29/15",02:03:05,"D","BarbaraBoxer","Suddenly they all care about wages. How about raising the minimum wage? #GOPDebate #RaiseTheWage","GOPDebate RaiseTheWage"
"10/29/15",01:57:47,"D","BarbaraBoxer","Cruz, Rubio and the Republicans are all attacking the press the way Nixon used to. #GOPDebate","GOPDebate"
"10/29/15",01:48:57,"D","BarbaraBoxer","Fiorina is running on her terrible record and is now attacking one of California's great companies that she brought to its knees. #GOPDebate","GOPDebate"
"5/21/14",20:22:40,"D","BarbaraBoxer","Let’s #soundthealarm on #climatechange! Join @SheldonforRI and me at 5 p.m. to sound the alarm on climate change. http://t.co/OxPdvTjqOk","soundthealarm climatechange"
"5/21/14",00:37:04,"D","BarbaraBoxer","Let’s #soundthealarm on #climatechange -- join me &amp; @SheldonforRI for the rally at 5 p.m. tomorrow, online or in DC: http://t.co/OxPdvTjqOk","soundthealarm climatechange"
"8/3/12",22:12:37,"D","BarbaraBoxer","George Romney, after releasing 12 yrs of tax returns: “One year could be a fluke, perhaps done for show.” #FatherKnowsBest","FatherKnowsBest"
"8/3/12",21:03:37,"D","BarbaraBoxer","Romney’s father released 12 years of returns. @MittRomney should do the same. #FatherKnowsBest","FatherKnowsBest"
"8/3/12",20:22:36,"D","BarbaraBoxer","Did @MittRomney pay his fair share for our military, our veterans, our roads &amp; bridges? There’s only one way to know. #taxreturns","taxreturns"
"8/3/12",19:35:36,"D","BarbaraBoxer","The American people need to know how many millions of dollars @MittRomney shipped overseas – along with American jobs. https://t.co/32HrAhSu",
"9/21/16",20:53:48,"R","SenCoryGardner","The @DeptVetAffairs grossly mismanaged the Aurora hospital construction project from day one. Full statement on newly released report below. https://t.co/w1i0PH9iBq",
"7/15/16",18:56:43,"R","SenCoryGardner","Be sure to read the op/ed I wrote with @SenGaryPeters &amp; Norm Augustine about keeping America competitive: https://t.co/fTpeXWIDEg",
"7/15/16",02:39:58,"R","SenCoryGardner","Sickened by another apparent terrorist attack in Europe. The U.S. stands shoulder to shoulder with the people of France.",
"7/5/16",17:58:48,"R","SenCoryGardner","Congrats to @NASAJuno, @CUBoulder, &amp; those involved in the #JunoMission. I’m proud CO continues to be at the forefront of space exploration","JunoMission"
"6/10/16",15:53:07,"R","SenCoryGardner","I joined my colleagues to fight the @USDOL's one-size-fits-all overtime rule that will hurt CO small businesses: https://t.co/1dXtnA8cfA",
"2/23/16",16:23:33,"R","SenCoryGardner","I spoke with @NPR about @POTUS' reckless plan to move #GTMO terrorists to the U.S.: https://t.co/pMoyUjUBzA","GTMO"
"2/23/16",16:06:30,"R","SenCoryGardner","Moving #GTMO terrorists to the U.S. is a grave threat to Colorado and our national security: https://t.co/UUy9NgBsRk","GTMO"
"2/18/16",20:38:00,"R","SenCoryGardner","My #NKSPEA provides a new policy of strength, designed to stop the Forgotten Maniac: https://t.co/aqykG8BiPN","NKSPEA"
"2/18/16",20:25:53,"R","SenCoryGardner","My #NKSPEA is the first law to mandate sanctions against North Korean cyber activities: https://t.co/aqykG8BiPN","NKSPEA"
"2/18/16",20:22:05,"R","SenCoryGardner","My #NKSPEA mandates secondary sanctions on those helping the North Korean regime: https://t.co/aqykG8BiPN","NKSPEA"
"2/18/16",20:03:18,"R","SenCoryGardner","President Obama Signs Gardner's North Korea Sanctions Bill into Law: https://t.co/aqykG8BiPN",
"2/18/16",16:43:07,"R","SenCoryGardner","Sign up for my e-newsletter to stay up to date with my work in Washington and Colorado: https://t.co/mR6zKq0YsH https://t.co/hd8fdYYT59",
"10/29/15",20:08:26,"R","SenCoryGardner","Read about my bill with @SenMikeLee to cut back on onerous federal regulations: https://t.co/QcBIUSeXOU",
"10/29/15",17:44:17,"R","SenCoryGardner","Glad to work with @SenatorShaheen on a bill to help identify the major role outdoor recreation plays in the economy: https://t.co/FQs0nZhtrL",
"10/29/15",15:57:57,"R","SenCoryGardner","I believe in @PRyan and his vision for our nation. He will make a great Speaker of the House.",
"9/29/15",19:36:33,"R","SenCoryGardner","I've asked HHS Secretary Burwell for an update on the solvency of Colorado HealthOP: http://t.co/0dh4icZyt9",
"9/29/15",18:22:43,"R","SenCoryGardner","At 12:30 MDT, Sen. Gardner will chair a subcommittee hearing on the future of the U.S.-China relationship. Watch: http://t.co/lOn4XOyjVj",
"9/29/15",18:13:30,"R","SenCoryGardner","Great to meet with students from @AspenCountryDay school on the Senate steps today. http://t.co/0fRq3f1v8F",
"9/29/15",15:31:33,"R","SenCoryGardner","Thursday, I'm chairing a Small Business Comm. hearing on the impact of the Gold King Mine spill on local business: http://t.co/mpJOLfW5pS",
"7/14/15",20:40:17,"R","SenCoryGardner","Senator Gardner will be on the @hughhewitt show tonight at 4:30pm Mountain / 6:30pm Eastern. Listen at http://t.co/dZzStXkvSM",
"7/14/15",20:32:05,"R","SenCoryGardner","Can't wait to be on, Hugh! https://t.co/5I8jA9PJVM",
"7/14/15",17:27:37,"R","SenCoryGardner","This clause places Iran on the Joint Commission monitoring Iran's compliance with the #IranDeal. http://t.co/tvf4mz4agK","IranDeal"
"7/14/15",16:54:07,"R","SenCoryGardner","Section of the #IranDeal on inspections. Sound like the ""Anywhere, Anytime"" inspections the Administration promised? http://t.co/LntH7GqhUv","IranDeal"
"7/14/15",16:26:46,"R","SenCoryGardner","Iran sponsors terror worldwide. Against America, Israel, others. What will they do with billions in sanctions relief? With no arms embargo?",
"7/14/15",16:26:41,"R","SenCoryGardner","Iranian-backed militias have killed Americans in Iraq. Iran backs the Houthis in Yemen, Hezbollah in Lebanon, Assad in Syria.",
"7/14/15",16:01:39,"R","SenCoryGardner","Great to see New Horizons, with Colorado technology from Boulder, Littleton, Longmont, and elsewhere, reach Pluto. http://t.co/GYrYQw2f7T",
"7/14/15",13:32:22,"R","SenCoryGardner","The Administration's false choice - either support their bad deal or be in favor of war in the Middle East - must be rejected categorically.",
"7/14/15",13:30:06,"R","SenCoryGardner","This deal is an accommodation of a regime whose President proudly walks in front of parades chanting ""Death to America"" &amp; ""Death to Israel"".",
"7/14/15",13:26:08,"R","SenCoryGardner","Sanctions relief in this deal would give Iran billions to pour directly into their network of international terrorist organizations.",
"7/14/15",13:25:11,"R","SenCoryGardner","This deal would make Iran a globally-approved nuclear threshold state. It would put Israel in severe danger.",
"7/14/15",13:24:18,"R","SenCoryGardner","Deal lifts the arms embargo against Iran, the world's largest state sponsor of terror. And the more detail we learn, the worse it seems.",
"6/15/15",21:50:03,"R","SenCoryGardner","More information on tomorrow's subcommittee hearing, including location and witness information, at http://t.co/le6etceSOO.",
"6/15/15",21:49:48,"R","SenCoryGardner","Sen. Gardner will chair a hearing on 'Strategic Implications for the U.S. from Trade in the Asia-Pacific Region' tomorrow, 12:30 p.m. MDT.",
"6/15/15",16:01:59,"R","SenCoryGardner","Cooperation between state and local officials and smart long-term planning will be required to make the needed I-25 expansion happen.",
"6/15/15",16:00:25,"R","SenCoryGardner","Despite incredible growth in Northern Colorado, I-25 north of Longmont looks largely the same as when it was completed in the late 1960s.",
"6/15/15",15:59:22,"R","SenCoryGardner","From 2000-2010, Weld &amp; Larimer Counties grew by nearly 120k people. Greeley &amp; Ft Collins-Loveland are among America's fastest growing areas.",
"6/15/15",15:54:44,"R","SenCoryGardner","At today's Northern Colorado Transportation Summit, I spoke about the need to expand North I-25 to keep up with Northern Colorado's growth.",
"6/15/15",13:13:33,"R","SenCoryGardner","Happy to be in Greeley for the Northern Colorado Transportation Summit today.",
"5/21/14",20:45:16,"R","SenCoryGardner","Please go to http://t.co/sZeJ7FwyX9 for info on what to do during a tornado. Take all necessary precautions and be safe, Colorado",
"5/21/14",17:58:40,"R","SenCoryGardner","Honored to receive the @HARDInews Small Business Champion award this morning http://t.co/Cm5uiiXtTy",
"2/18/14",23:59:14,"R","SenCoryGardner","Report from the CBO today is yet another reminder of the need for an agenda that focuses on growing our economy http://t.co/qwCzJIy53h",
"2/18/14",22:25:30,"R","SenCoryGardner","Looking forward to discussing transportation w/northern Colo. leaders &amp; elected officials this afternoon. Infrastructure is key to commerce!",
"2/18/14",20:58:45,"R","SenCoryGardner","This morning I visited the No. Colo. Regional Forensics Lab to learn more about area law enforcement efforts to investigate &amp; solve crimes.",
"2/18/14",17:24:30,"R","SenCoryGardner","In Greeley today - visiting local pharmacy and talking healthcare. -cg",
"9/14/13",22:24:50,"R","SenCoryGardner","Devastaing. Total loss of houses, roads, biz. Long recovery. We are in it together committed to see it through. http://t.co/VwmZqQNkH2",
"9/14/13",20:59:50,"R","SenCoryGardner","By Lyons http://t.co/T8ipcjTBV8",
"9/14/13",20:59:21,"R","SenCoryGardner","Devastation is mind boggling http://t.co/9UAAMtbiMk",
"9/14/13",20:41:26,"R","SenCoryGardner","Mudslides by Left Hand -cg http://t.co/JprJ2qn9EV",
"9/14/13",20:34:43,"R","SenCoryGardner","Over Boulder- rain logged, can see river flooded out and broke through holding. Heading up to Jamestown, Lyons, then Longmont, Weld. -cg",
"9/14/13",19:19:42,"R","SenCoryGardner","About to join @hickforco @MarkUdall @SenBennetCO and @RepPerlmutter on an aerial survey of flood area on a National Guard helicopter.",
"9/14/13",18:16:23,"R","SenCoryGardner","In briefing now with Kevin Klein - with Sens. Udall and Bennet. Other members via conf call. At state OEM.",
"9/14/13",16:50:01,"R","SenCoryGardner","Spoke to Commissioner McCracken in Morgan County - Log Lane Village may be next evac. Concerns about cattle in area now flooding. #COFlood","COFlood"
"9/14/13",16:32:57,"R","SenCoryGardner","Just took this pic of South Platte at Fort Morgan from same place I tweeted pic last night - water rising. -cg http://t.co/SmKlJyYXEn",
"9/14/13",00:54:15,"R","SenCoryGardner","South Platte running high under Rainbow Arch Bridge in Fort Morgan. -cg http://t.co/EtT9zmtTmd",
"7/24/13",23:12:27,"R","SenCoryGardner","I voted for the Amash amendment to protect Americans' 4th Amendment rights.",
"7/24/13",17:35:51,"R","SenCoryGardner","11.8 million unemployed. More Americans disapprove of President's handling of economy than approve. His plan: a speech. #ABetterBargain?","ABetterBargain"
